sensor,instancia,valor,sensor_ciclo,cooler,valve,leakage,accumulator,stable,classificacao,row_number,__index_level_0__,ciclo_ajustado,valor_acumulado,saúde,valor_normalizado,falha_cooler,falha_valve,falha_leakage,falha_accumulator
ts4,2177,30.562,ts4_18,100,90,0,90,0,100-90-0-90-0,95134937,95134937,18.0,549.8760000000001,75.0,0.009082931110136055,0,1,0,1
ts4,2177,30.555,ts4_19,100,90,0,90,0,100-90-0-90-0,95134938,95134938,19.0,580.431,75.0,0.008775778850372938,0,1,0,1
ts4,2177,30.566,ts4_20,100,90,0,90,0,100-90-0-90-0,95134939,95134939,20.0,610.9970000000001,75.0,0.009258446687143419,0,1,0,1
ts4,2177,30.566,ts4_21,100,90,0,90,0,100-90-0-90-0,95134940,95134940,21.0,641.5630000000001,75.0,0.009258446687143419,0,1,0,1
ts4,2177,30.551,ts4_22,100,90,0,90,0,100-90-0-90-0,95134941,95134941,22.0,672.1140000000001,75.0,0.008600263273365421,0,1,0,1
ts4,2177,30.562,ts4_23,100,90,0,90,0,100-90-0-90-0,95134942,95134942,23.0,702.6760000000002,75.0,0.009082931110136055,0,1,0,1
ts4,2177,30.555,ts4_24,100,90,0,90,0,100-90-0-90-0,95134943,95134943,24.0,733.2310000000001,75.0,0.008775778850372938,0,1,0,1
ts4,2177,30.562,ts4_25,100,90,0,90,0,100-90-0-90-0,95134944,95134944,25.0,763.7930000000001,75.0,0.009082931110136055,0,1,0,1
ts4,2177,30.566,ts4_26,100,90,0,90,0,100-90-0-90-0,95134945,95134945,26.0,794.3590000000002,75.0,0.009258446687143419,0,1,0,1
ts4,2177,30.566,ts4_27,100,90,0,90,0,100-90-0-90-0,95134946,95134946,27.0,824.9250000000002,75.0,0.009258446687143419,0,1,0,1
ts4,2177,30.562,ts4_28,100,90,0,90,0,100-90-0-90-0,95134947,95134947,28.0,855.4870000000002,75.0,0.009082931110136055,0,1,0,1
ts4,2177,30.562,ts4_29,100,90,0,90,0,100-90-0-90-0,95134948,95134948,29.0,886.0490000000002,75.0,0.009082931110136055,0,1,0,1
ts4,2177,30.562,ts4_30,100,90,0,90,0,100-90-0-90-0,95134949,95134949,30.0,916.6110000000002,75.0,0.009082931110136055,0,1,0,1
ts4,2177,30.566,ts4_31,100,90,0,90,0,100-90-0-90-0,95134950,95134950,31.0,947.1770000000002,75.0,0.009258446687143419,0,1,0,1
ts4,2177,30.566,ts4_32,100,90,0,90,0,100-90-0-90-0,95134951,95134951,32.0,977.7430000000003,75.0,0.009258446687143419,0,1,0,1
ts4,2177,30.566,ts4_33,100,90,0,90,0,100-90-0-90-0,95134952,95134952,33.0,1008.3090000000003,75.0,0.009258446687143419,0,1,0,1
ts4,2177,30.566,ts4_34,100,90,0,90,0,100-90-0-90-0,95134953,95134953,34.0,1038.8750000000002,75.0,0.009258446687143419,0,1,0,1
ts4,2177,30.574,ts4_35,100,90,0,90,0,100-90-0-90-0,95134954,95134954,35.0,1069.4490000000003,75.0,0.009609477841158454,0,1,0,1
ts4,2177,30.574,ts4_36,100,90,0,90,0,100-90-0-90-0,95134955,95134955,36.0,1100.0230000000004,75.0,0.009609477841158454,0,1,0,1
ts4,2177,30.566,ts4_37,100,90,0,90,0,100-90-0-90-0,95134956,95134956,37.0,1130.5890000000004,75.0,0.009258446687143419,0,1,0,1
ts4,2177,30.562,ts4_38,100,90,0,90,0,100-90-0-90-0,95134957,95134957,38.0,1161.1510000000003,75.0,0.009082931110136055,0,1,0,1
ts4,2177,30.555,ts4_39,100,90,0,90,0,100-90-0-90-0,95134958,95134958,39.0,1191.7060000000004,75.0,0.008775778850372938,0,1,0,1
ts4,2177,30.586,ts4_40,100,90,0,90,0,100-90-0-90-0,95134959,95134959,40.0,1222.2920000000004,75.0,0.010136024572180696,0,1,0,1
ts4,2177,30.566,ts4_41,100,90,0,90,0,100-90-0-90-0,95134960,95134960,41.0,1252.8580000000004,75.0,0.009258446687143419,0,1,0,1
ts4,2177,30.551,ts4_42,100,90,0,90,0,100-90-0-90-0,95134961,95134961,42.0,1283.4090000000003,75.0,0.008600263273365421,0,1,0,1
ts4,2177,30.566,ts4_43,100,90,0,90,0,100-90-0-90-0,95134962,95134962,43.0,1313.9750000000004,75.0,0.009258446687143419,0,1,0,1
ts4,2177,30.578,ts4_44,100,90,0,90,0,100-90-0-90-0,95134963,95134963,44.0,1344.5530000000003,75.0,0.009784993418165817,0,1,0,1
ts4,2177,30.566,ts4_45,100,90,0,90,0,100-90-0-90-0,95134964,95134964,45.0,1375.1190000000004,75.0,0.009258446687143419,0,1,0,1
ts4,2177,30.555,ts4_46,100,90,0,90,0,100-90-0-90-0,95134965,95134965,46.0,1405.6740000000004,75.0,0.008775778850372938,0,1,0,1
ts4,2177,30.566,ts4_47,100,90,0,90,0,100-90-0-90-0,95134966,95134966,47.0,1436.2400000000005,75.0,0.009258446687143419,0,1,0,1
ts4,2177,30.566,ts4_48,100,90,0,90,0,100-90-0-90-0,95134967,95134967,48.0,1466.8060000000005,75.0,0.009258446687143419,0,1,0,1
ts4,2177,30.566,ts4_49,100,90,0,90,0,100-90-0-90-0,95134968,95134968,49.0,1497.3720000000005,75.0,0.009258446687143419,0,1,0,1
ts4,2177,30.555,ts4_50,100,90,0,90,0,100-90-0-90-0,95134969,95134969,50.0,1527.9270000000006,75.0,0.008775778850372938,0,1,0,1
ts4,2177,30.566,ts4_51,100,90,0,90,0,100-90-0-90-0,95134970,95134970,51.0,1558.4930000000006,75.0,0.009258446687143419,0,1,0,1
ts4,2177,30.562,ts4_52,100,90,0,90,0,100-90-0-90-0,95134971,95134971,52.0,1589.0550000000005,75.0,0.009082931110136055,0,1,0,1
ts4,2177,30.562,ts4_53,100,90,0,90,0,100-90-0-90-0,95134972,95134972,53.0,1619.6170000000004,75.0,0.009082931110136055,0,1,0,1
ts4,2177,30.562,ts4_54,100,90,0,90,0,100-90-0-90-0,95134973,95134973,54.0,1650.1790000000003,75.0,0.009082931110136055,0,1,0,1
ts4,2177,30.555,ts4_55,100,90,0,90,0,100-90-0-90-0,95134974,95134974,55.0,1680.7340000000004,75.0,0.008775778850372938,0,1,0,1
ts4,2177,30.551,ts4_56,100,90,0,90,0,100-90-0-90-0,95134975,95134975,56.0,1711.2850000000003,75.0,0.008600263273365421,0,1,0,1
ts4,2177,30.562,ts4_57,100,90,0,90,0,100-90-0-90-0,95134976,95134976,57.0,1741.8470000000002,75.0,0.009082931110136055,0,1,0,1
ts4,2177,30.555,ts4_58,100,90,0,90,0,100-90-0-90-0,95134977,95134977,58.0,1772.4020000000003,75.0,0.008775778850372938,0,1,0,1
ts4,2177,30.551,ts4_59,100,90,0,90,0,100-90-0-90-0,95134978,95134978,59.0,1802.9530000000002,75.0,0.008600263273365421,0,1,0,1
ts4,2177,30.535,ts4_60,100,90,0,90,0,100-90-0-90-0,95134979,95134979,60.0,1833.4880000000003,75.0,0.00789820096533566,0,1,0,1
ts4,67,47.426,ts4_1,3,100,0,130,1,3-100-0-130-1,2970120,2970120,1.0,47.426,60.0,0.7490566037735849,1,0,0,0
ts4,67,47.328,ts4_2,3,100,0,130,1,3-100-0-130-1,2970121,2970121,2.0,94.754,60.0,0.7447564721369022,1,0,0,0
ts4,67,47.332,ts4_3,3,100,0,130,1,3-100-0-130-1,2970122,2970122,3.0,142.086,60.0,0.7449319877139096,1,0,0,0
ts4,67,47.34,ts4_4,3,100,0,130,1,3-100-0-130-1,2970123,2970123,4.0,189.42600000000002,60.0,0.7452830188679246,1,0,0,0
ts4,67,47.332,ts4_5,3,100,0,130,1,3-100-0-130-1,2970124,2970124,5.0,236.758,60.0,0.7449319877139096,1,0,0,0
ts4,67,47.422,ts4_6,3,100,0,130,1,3-100-0-130-1,2970125,2970125,6.0,284.18,60.0,0.7488810881965772,1,0,0,0
ts4,67,47.422,ts4_7,3,100,0,130,1,3-100-0-130-1,2970126,2970126,7.0,331.602,60.0,0.7488810881965772,1,0,0,0
ts4,67,47.488,ts4_8,3,100,0,130,1,3-100-0-130-1,2970127,2970127,8.0,379.09,60.0,0.7517770952172004,1,0,0,0
ts4,67,47.473,ts4_9,3,100,0,130,1,3-100-0-130-1,2970128,2970128,9.0,426.563,60.0,0.7511189118034224,1,0,0,0
ts4,67,47.473,ts4_10,3,100,0,130,1,3-100-0-130-1,2970129,2970129,10.0,474.036,60.0,0.7511189118034224,1,0,0,0
ts4,67,47.5,ts4_11,3,100,0,130,1,3-100-0-130-1,2970130,2970130,11.0,521.5360000000001,60.0,0.7523036419482227,1,0,0,0
ts4,67,47.504,ts4_12,3,100,0,130,1,3-100-0-130-1,2970131,2970131,12.0,569.0400000000001,60.0,0.7524791575252302,1,0,0,0
ts4,67,47.445,ts4_13,3,100,0,130,1,3-100-0-130-1,2970132,2970132,13.0,616.4850000000001,60.0,0.7498903027643703,1,0,0,0
ts4,67,47.445,ts4_14,3,100,0,130,1,3-100-0-130-1,2970133,2970133,14.0,663.9300000000002,60.0,0.7498903027643703,1,0,0,0
ts4,67,47.477,ts4_15,3,100,0,130,1,3-100-0-130-1,2970134,2970134,15.0,711.4070000000002,60.0,0.7512944273804297,1,0,0,0
ts4,67,47.473,ts4_16,3,100,0,130,1,3-100-0-130-1,2970135,2970135,16.0,758.8800000000001,60.0,0.7511189118034224,1,0,0,0
ts4,67,47.512,ts4_17,3,100,0,130,1,3-100-0-130-1,2970136,2970136,17.0,806.392,60.0,0.7528301886792452,1,0,0,0
ts4,67,47.516,ts4_18,3,100,0,130,1,3-100-0-130-1,2970137,2970137,18.0,853.908,60.0,0.7530057042562526,1,0,0,0
ts4,67,47.523,ts4_19,3,100,0,130,1,3-100-0-130-1,2970138,2970138,19.0,901.431,60.0,0.7533128565160159,1,0,0,0
ts4,67,47.527,ts4_20,3,100,0,130,1,3-100-0-130-1,2970139,2970139,20.0,948.9580000000001,60.0,0.7534883720930232,1,0,0,0
ts4,67,47.539,ts4_21,3,100,0,130,1,3-100-0-130-1,2970140,2970140,21.0,996.4970000000001,60.0,0.7540149188240456,1,0,0,0
ts4,67,47.523,ts4_22,3,100,0,130,1,3-100-0-130-1,2970141,2970141,22.0,1044.02,60.0,0.7533128565160159,1,0,0,0
ts4,67,47.492,ts4_23,3,100,0,130,1,3-100-0-130-1,2970142,2970142,23.0,1091.512,60.0,0.7519526107942077,1,0,0,0
ts4,67,47.488,ts4_24,3,100,0,130,1,3-100-0-130-1,2970143,2970143,24.0,1139.0,60.0,0.7517770952172004,1,0,0,0
ts4,67,47.531,ts4_25,3,100,0,130,1,3-100-0-130-1,2970144,2970144,25.0,1186.531,60.0,0.7536638876700306,1,0,0,0
ts4,67,47.551,ts4_26,3,100,0,130,1,3-100-0-130-1,2970145,2970145,26.0,1234.0819999999999,60.0,0.754541465555068,1,0,0,0
ts4,67,47.516,ts4_27,3,100,0,130,1,3-100-0-130-1,2970146,2970146,27.0,1281.598,60.0,0.7530057042562526,1,0,0,0
ts4,67,47.617,ts4_28,3,100,0,130,1,3-100-0-130-1,2970147,2970147,28.0,1329.215,60.0,0.7574374725756908,1,0,0,0
ts4,67,47.617,ts4_29,3,100,0,130,1,3-100-0-130-1,2970148,2970148,29.0,1376.8319999999999,60.0,0.7574374725756908,1,0,0,0
ts4,67,47.609,ts4_30,3,100,0,130,1,3-100-0-130-1,2970149,2970149,30.0,1424.4409999999998,60.0,0.7570864414216761,1,0,0,0
ts4,67,47.531,ts4_31,3,100,0,130,1,3-100-0-130-1,2970150,2970150,31.0,1471.9719999999998,60.0,0.7536638876700306,1,0,0,0
ts4,67,47.551,ts4_32,3,100,0,130,1,3-100-0-130-1,2970151,2970151,32.0,1519.5229999999997,60.0,0.754541465555068,1,0,0,0
ts4,67,47.484,ts4_33,3,100,0,130,1,3-100-0-130-1,2970152,2970152,33.0,1567.0069999999996,60.0,0.751601579640193,1,0,0,0
ts4,67,47.504,ts4_34,3,100,0,130,1,3-100-0-130-1,2970153,2970153,34.0,1614.5109999999995,60.0,0.7524791575252302,1,0,0,0
ts4,67,47.504,ts4_35,3,100,0,130,1,3-100-0-130-1,2970154,2970154,35.0,1662.0149999999994,60.0,0.7524791575252302,1,0,0,0
ts4,67,47.512,ts4_36,3,100,0,130,1,3-100-0-130-1,2970155,2970155,36.0,1709.5269999999994,60.0,0.7528301886792452,1,0,0,0
ts4,67,47.527,ts4_37,3,100,0,130,1,3-100-0-130-1,2970156,2970156,37.0,1757.0539999999994,60.0,0.7534883720930232,1,0,0,0
ts4,67,47.523,ts4_38,3,100,0,130,1,3-100-0-130-1,2970157,2970157,38.0,1804.5769999999993,60.0,0.7533128565160159,1,0,0,0
ts4,67,47.523,ts4_39,3,100,0,130,1,3-100-0-130-1,2970158,2970158,39.0,1852.0999999999992,60.0,0.7533128565160159,1,0,0,0
ts4,67,47.531,ts4_40,3,100,0,130,1,3-100-0-130-1,2970159,2970159,40.0,1899.6309999999992,60.0,0.7536638876700306,1,0,0,0
ts4,67,47.5,ts4_41,3,100,0,130,1,3-100-0-130-1,2970160,2970160,41.0,1947.1309999999992,60.0,0.7523036419482227,1,0,0,0
ts4,67,47.449,ts4_42,3,100,0,130,1,3-100-0-130-1,2970161,2970161,42.0,1994.5799999999992,60.0,0.7500658183413776,1,0,0,0
ts4,67,47.367,ts4_43,3,100,0,130,1,3-100-0-130-1,2970162,2970162,43.0,2041.9469999999992,60.0,0.7464677490127246,1,0,0,0
ts4,67,47.371,ts4_44,3,100,0,130,1,3-100-0-130-1,2970163,2970163,44.0,2089.3179999999993,60.0,0.7466432645897323,1,0,0,0
ts4,67,47.293,ts4_45,3,100,0,130,1,3-100-0-130-1,2970164,2970164,45.0,2136.6109999999994,60.0,0.7432207108380867,1,0,0,0
ts4,67,47.371,ts4_46,3,100,0,130,1,3-100-0-130-1,2970165,2970165,46.0,2183.9819999999995,60.0,0.7466432645897323,1,0,0,0
ts4,67,47.453,ts4_47,3,100,0,130,1,3-100-0-130-1,2970166,2970166,47.0,2231.4349999999995,60.0,0.7502413339183853,1,0,0,0
ts4,67,47.437,ts4_48,3,100,0,130,1,3-100-0-130-1,2970167,2970167,48.0,2278.8719999999994,60.0,0.7495392716103552,1,0,0,0
ts4,67,47.504,ts4_49,3,100,0,130,1,3-100-0-130-1,2970168,2970168,49.0,2326.3759999999993,60.0,0.7524791575252302,1,0,0,0
ts4,67,47.437,ts4_50,3,100,0,130,1,3-100-0-130-1,2970169,2970169,50.0,2373.812999999999,60.0,0.7495392716103552,1,0,0,0
ts4,67,47.445,ts4_51,3,100,0,130,1,3-100-0-130-1,2970170,2970170,51.0,2421.2579999999994,60.0,0.7498903027643703,1,0,0,0
ts4,67,47.355,ts4_52,3,100,0,130,1,3-100-0-130-1,2970171,2970171,52.0,2468.6129999999994,60.0,0.7459412022817022,1,0,0,0
ts4,67,47.277,ts4_53,3,100,0,130,1,3-100-0-130-1,2970172,2970172,53.0,2515.8899999999994,60.0,0.742518648530057,1,0,0,0
ts4,67,47.273,ts4_54,3,100,0,130,1,3-100-0-130-1,2970173,2970173,54.0,2563.1629999999996,60.0,0.7423431329530497,1,0,0,0
ts4,67,47.281,ts4_55,3,100,0,130,1,3-100-0-130-1,2970174,2970174,55.0,2610.4439999999995,60.0,0.7426941641070643,1,0,0,0
ts4,67,47.379,ts4_56,3,100,0,130,1,3-100-0-130-1,2970175,2970175,56.0,2657.8229999999994,60.0,0.7469942957437471,1,0,0,0
ts4,67,47.437,ts4_57,3,100,0,130,1,3-100-0-130-1,2970176,2970176,57.0,2705.2599999999993,60.0,0.7495392716103552,1,0,0,0
ts4,67,47.437,ts4_58,3,100,0,130,1,3-100-0-130-1,2970177,2970177,58.0,2752.696999999999,60.0,0.7495392716103552,1,0,0,0
ts4,67,47.5,ts4_59,3,100,0,130,1,3-100-0-130-1,2970178,2970178,59.0,2800.196999999999,60.0,0.7523036419482227,1,0,0,0
ts4,67,47.488,ts4_60,3,100,0,130,1,3-100-0-130-1,2970179,2970179,60.0,2847.684999999999,60.0,0.7517770952172004,1,0,0,0
ts4,182,49.406,ts4_1,3,100,0,130,1,3-100-0-130-1,7993320,7993320,1.0,49.406,60.0,0.8359368143922772,1,0,0,0
ts4,182,49.363,ts4_2,3,100,0,130,1,3-100-0-130-1,7993321,7993321,2.0,98.769,60.0,0.834050021939447,1,0,0,0
ts4,182,49.344,ts4_3,3,100,0,130,1,3-100-0-130-1,7993322,7993322,3.0,148.113,60.0,0.8332163229486617,1,0,0,0
ts4,182,49.328,ts4_4,3,100,0,130,1,3-100-0-130-1,7993323,7993323,4.0,197.441,60.0,0.8325142606406318,1,0,0,0
ts4,182,49.352,ts4_5,3,100,0,130,1,3-100-0-130-1,7993324,7993324,5.0,246.793,60.0,0.8335673541026764,1,0,0,0
ts4,182,49.34,ts4_6,3,100,0,130,1,3-100-0-130-1,7993325,7993325,6.0,296.13300000000004,60.0,0.8330408073716543,1,0,0,0
ts4,182,49.402,ts4_7,3,100,0,130,1,3-100-0-130-1,7993326,7993326,7.0,345.535,60.0,0.8357612988152698,1,0,0,0
ts4,182,49.418,ts4_8,3,100,0,130,1,3-100-0-130-1,7993327,7993327,8.0,394.95300000000003,60.0,0.8364633611232996,1,0,0,0
ts4,182,49.41,ts4_9,3,100,0,130,1,3-100-0-130-1,7993328,7993328,9.0,444.36300000000006,60.0,0.8361123299692845,1,0,0,0
ts4,182,49.441,ts4_10,3,100,0,130,1,3-100-0-130-1,7993329,7993329,10.0,493.8040000000001,60.0,0.8374725756910926,1,0,0,0
ts4,182,49.441,ts4_11,3,100,0,130,1,3-100-0-130-1,7993330,7993330,11.0,543.2450000000001,60.0,0.8374725756910926,1,0,0,0
ts4,182,49.441,ts4_12,3,100,0,130,1,3-100-0-130-1,7993331,7993331,12.0,592.6860000000001,60.0,0.8374725756910926,1,0,0,0
ts4,182,49.363,ts4_13,3,100,0,130,1,3-100-0-130-1,7993332,7993332,13.0,642.0490000000002,60.0,0.834050021939447,1,0,0,0
ts4,182,49.363,ts4_14,3,100,0,130,1,3-100-0-130-1,7993333,7993333,14.0,691.4120000000003,60.0,0.834050021939447,1,0,0,0
ts4,182,49.367,ts4_15,3,100,0,130,1,3-100-0-130-1,7993334,7993334,15.0,740.7790000000002,60.0,0.8342255375164543,1,0,0,0
ts4,182,49.441,ts4_16,3,100,0,130,1,3-100-0-130-1,7993335,7993335,16.0,790.2200000000003,60.0,0.8374725756910926,1,0,0,0
ts4,182,49.434,ts4_17,3,100,0,130,1,3-100-0-130-1,7993336,7993336,17.0,839.6540000000002,60.0,0.8371654234313293,1,0,0,0
ts4,182,49.434,ts4_18,3,100,0,130,1,3-100-0-130-1,7993337,7993337,18.0,889.0880000000002,60.0,0.8371654234313293,1,0,0,0
ts4,182,49.441,ts4_19,3,100,0,130,1,3-100-0-130-1,7993338,7993338,19.0,938.5290000000002,60.0,0.8374725756910926,1,0,0,0
ts4,182,49.445,ts4_20,3,100,0,130,1,3-100-0-130-1,7993339,7993339,20.0,987.9740000000003,60.0,0.8376480912680999,1,0,0,0
ts4,182,49.434,ts4_21,3,100,0,130,1,3-100-0-130-1,7993340,7993340,21.0,1037.4080000000004,60.0,0.8371654234313293,1,0,0,0
ts4,182,49.449,ts4_22,3,100,0,130,1,3-100-0-130-1,7993341,7993341,22.0,1086.8570000000004,60.0,0.8378236068451073,1,0,0,0
ts4,182,49.441,ts4_23,3,100,0,130,1,3-100-0-130-1,7993342,7993342,23.0,1136.2980000000005,60.0,0.8374725756910926,1,0,0,0
ts4,182,49.445,ts4_24,3,100,0,130,1,3-100-0-130-1,7993343,7993343,24.0,1185.7430000000004,60.0,0.8376480912680999,1,0,0,0
ts4,182,49.441,ts4_25,3,100,0,130,1,3-100-0-130-1,7993344,7993344,25.0,1235.1840000000004,60.0,0.8374725756910926,1,0,0,0
ts4,182,49.496,ts4_26,3,100,0,130,1,3-100-0-130-1,7993345,7993345,26.0,1284.6800000000005,60.0,0.8398859148749451,1,0,0,0
ts4,182,49.469,ts4_27,3,100,0,130,1,3-100-0-130-1,7993346,7993346,27.0,1334.1490000000006,60.0,0.8387011847301448,1,0,0,0
ts4,182,49.473,ts4_28,3,100,0,130,1,3-100-0-130-1,7993347,7993347,28.0,1383.6220000000005,60.0,0.8388767003071521,1,0,0,0
ts4,182,49.527,ts4_29,3,100,0,130,1,3-100-0-130-1,7993348,7993348,29.0,1433.1490000000006,60.0,0.8412461605967528,1,0,0,0
ts4,182,49.527,ts4_30,3,100,0,130,1,3-100-0-130-1,7993349,7993349,30.0,1482.6760000000006,60.0,0.8412461605967528,1,0,0,0
ts4,182,49.516,ts4_31,3,100,0,130,1,3-100-0-130-1,7993350,7993350,31.0,1532.1920000000007,60.0,0.8407634927599823,1,0,0,0
ts4,182,49.516,ts4_32,3,100,0,130,1,3-100-0-130-1,7993351,7993351,32.0,1581.7080000000008,60.0,0.8407634927599823,1,0,0,0
ts4,182,49.523,ts4_33,3,100,0,130,1,3-100-0-130-1,7993352,7993352,33.0,1631.2310000000007,60.0,0.8410706450197455,1,0,0,0
ts4,182,49.5,ts4_34,3,100,0,130,1,3-100-0-130-1,7993353,7993353,34.0,1680.7310000000007,60.0,0.8400614304519525,1,0,0,0
ts4,182,49.523,ts4_35,3,100,0,130,1,3-100-0-130-1,7993354,7993354,35.0,1730.2540000000006,60.0,0.8410706450197455,1,0,0,0
ts4,182,49.512,ts4_36,3,100,0,130,1,3-100-0-130-1,7993355,7993355,36.0,1779.7660000000005,60.0,0.8405879771829748,1,0,0,0
ts4,182,49.535,ts4_37,3,100,0,130,1,3-100-0-130-1,7993356,7993356,37.0,1829.3010000000006,60.0,0.8415971917507676,1,0,0,0
ts4,182,49.523,ts4_38,3,100,0,130,1,3-100-0-130-1,7993357,7993357,38.0,1878.8240000000005,60.0,0.8410706450197455,1,0,0,0
ts4,182,49.516,ts4_39,3,100,0,130,1,3-100-0-130-1,7993358,7993358,39.0,1928.3400000000006,60.0,0.8407634927599823,1,0,0,0
ts4,182,49.512,ts4_40,3,100,0,130,1,3-100-0-130-1,7993359,7993359,40.0,1977.8520000000005,60.0,0.8405879771829748,1,0,0,0
ts4,182,49.48,ts4_41,3,100,0,130,1,3-100-0-130-1,7993360,7993360,41.0,2027.3320000000006,60.0,0.8391838525669151,1,0,0,0
ts4,182,49.469,ts4_42,3,100,0,130,1,3-100-0-130-1,7993361,7993361,42.0,2076.8010000000004,60.0,0.8387011847301448,1,0,0,0
ts4,182,49.445,ts4_43,3,100,0,130,1,3-100-0-130-1,7993362,7993362,43.0,2126.2460000000005,60.0,0.8376480912680999,1,0,0,0
ts4,182,49.445,ts4_44,3,100,0,130,1,3-100-0-130-1,7993363,7993363,44.0,2175.6910000000007,60.0,0.8376480912680999,1,0,0,0
ts4,182,49.434,ts4_45,3,100,0,130,1,3-100-0-130-1,7993364,7993364,45.0,2225.125000000001,60.0,0.8371654234313293,1,0,0,0
ts4,182,49.441,ts4_46,3,100,0,130,1,3-100-0-130-1,7993365,7993365,46.0,2274.5660000000007,60.0,0.8374725756910926,1,0,0,0
ts4,182,49.461,ts4_47,3,100,0,130,1,3-100-0-130-1,7993366,7993366,47.0,2324.0270000000005,60.0,0.8383501535761297,1,0,0,0
ts4,182,49.48,ts4_48,3,100,0,130,1,3-100-0-130-1,7993367,7993367,48.0,2373.5070000000005,60.0,0.8391838525669151,1,0,0,0
ts4,182,49.469,ts4_49,3,100,0,130,1,3-100-0-130-1,7993368,7993368,49.0,2422.9760000000006,60.0,0.8387011847301448,1,0,0,0
ts4,182,49.461,ts4_50,3,100,0,130,1,3-100-0-130-1,7993369,7993369,50.0,2472.4370000000004,60.0,0.8383501535761297,1,0,0,0
ts4,182,49.488,ts4_51,3,100,0,130,1,3-100-0-130-1,7993370,7993370,51.0,2521.925,60.0,0.8395348837209301,1,0,0,0
ts4,182,49.473,ts4_52,3,100,0,130,1,3-100-0-130-1,7993371,7993371,52.0,2571.398,60.0,0.8388767003071521,1,0,0,0
ts4,182,49.445,ts4_53,3,100,0,130,1,3-100-0-130-1,7993372,7993372,53.0,2620.8430000000003,60.0,0.8376480912680999,1,0,0,0
ts4,182,49.441,ts4_54,3,100,0,130,1,3-100-0-130-1,7993373,7993373,54.0,2670.284,60.0,0.8374725756910926,1,0,0,0
ts4,182,49.422,ts4_55,3,100,0,130,1,3-100-0-130-1,7993374,7993374,55.0,2719.706,60.0,0.8366388767003069,1,0,0,0
ts4,182,49.512,ts4_56,3,100,0,130,1,3-100-0-130-1,7993375,7993375,56.0,2769.2180000000003,60.0,0.8405879771829748,1,0,0,0
ts4,182,49.527,ts4_57,3,100,0,130,1,3-100-0-130-1,7993376,7993376,57.0,2818.7450000000003,60.0,0.8412461605967528,1,0,0,0
ts4,182,49.449,ts4_58,3,100,0,130,1,3-100-0-130-1,7993377,7993377,58.0,2868.1940000000004,60.0,0.8378236068451073,1,0,0,0
ts4,182,49.445,ts4_59,3,100,0,130,1,3-100-0-130-1,7993378,7993378,59.0,2917.6390000000006,60.0,0.8376480912680999,1,0,0,0
ts4,182,49.418,ts4_60,3,100,0,130,1,3-100-0-130-1,7993379,7993379,60.0,2967.0570000000007,60.0,0.8364633611232996,1,0,0,0
ts4,265,49.574,ts4_1,3,80,1,130,0,3-80-1-130-0,11618760,11618760,1.0,49.574,60.0,0.8433084686265904,1,1,1,0
ts4,265,49.562,ts4_2,3,80,1,130,0,3-80-1-130-0,11618761,11618761,2.0,99.136,60.0,0.842781921895568,1,1,1,0
ts4,265,49.496,ts4_3,3,80,1,130,0,3-80-1-130-0,11618762,11618762,3.0,148.632,60.0,0.8398859148749451,1,1,1,0
ts4,265,49.496,ts4_4,3,80,1,130,0,3-80-1-130-0,11618763,11618763,4.0,198.12800000000001,60.0,0.8398859148749451,1,1,1,0
ts4,265,49.496,ts4_5,3,80,1,130,0,3-80-1-130-0,11618764,11618764,5.0,247.62400000000002,60.0,0.8398859148749451,1,1,1,0
ts4,265,49.496,ts4_6,3,80,1,130,0,3-80-1-130-0,11618765,11618765,6.0,297.12,60.0,0.8398859148749451,1,1,1,0
ts4,265,49.496,ts4_7,3,80,1,130,0,3-80-1-130-0,11618766,11618766,7.0,346.616,60.0,0.8398859148749451,1,1,1,0
ts4,265,49.488,ts4_8,3,80,1,130,0,3-80-1-130-0,11618767,11618767,8.0,396.104,60.0,0.8395348837209301,1,1,1,0
ts4,265,49.566,ts4_9,3,80,1,130,0,3-80-1-130-0,11618768,11618768,9.0,445.66999999999996,60.0,0.8429574374725757,1,1,1,0
ts4,265,49.594,ts4_10,3,80,1,130,0,3-80-1-130-0,11618769,11618769,10.0,495.26399999999995,60.0,0.8441860465116279,1,1,1,0
ts4,265,49.508,ts4_11,3,80,1,130,0,3-80-1-130-0,11618770,11618770,11.0,544.7719999999999,60.0,0.8404124616059675,1,1,1,0
ts4,265,49.527,ts4_12,3,80,1,130,0,3-80-1-130-0,11618771,11618771,12.0,594.299,60.0,0.8412461605967528,1,1,1,0
ts4,265,49.512,ts4_13,3,80,1,130,0,3-80-1-130-0,11618772,11618772,13.0,643.8109999999999,60.0,0.8405879771829748,1,1,1,0
ts4,265,49.523,ts4_14,3,80,1,130,0,3-80-1-130-0,11618773,11618773,14.0,693.334,60.0,0.8410706450197455,1,1,1,0
ts4,265,49.5,ts4_15,3,80,1,130,0,3-80-1-130-0,11618774,11618774,15.0,742.834,60.0,0.8400614304519525,1,1,1,0
ts4,265,49.512,ts4_16,3,80,1,130,0,3-80-1-130-0,11618775,11618775,16.0,792.346,60.0,0.8405879771829748,1,1,1,0
ts4,265,49.602,ts4_17,3,80,1,130,0,3-80-1-130-0,11618776,11618776,17.0,841.948,60.0,0.8445370776656426,1,1,1,0
